field_organization_name,field_address_1,field_city,field_state,Zip,field_phone,field_latitude,field_longitude,title,field_school_type,field_type
Holy Trinity Episcopal Academy,5625 Holy Trinity Dr,Melbourne,FL,32940,(321) 723-8323,28.2002,-80.6683,Holy Trinity Episcopal Academy,private,school
Trinity Preparatory School,5700 Trinity Prep Ln,Winter Park,FL,32792,(407) 671-4140,28.613,-81.272,Trinity Preparatory School,private,school
Episcopal School of Jacksonville,4455 Atlantic Blvd,Jacksonville,FL,32207,(904) 396-5751,30.311,-81.6217,Episcopal School of Jacksonville,private,school
St Stephen'S Episcopal School,315 41st St W,Bradenton,FL,34209,(941) 746-2121,27.4977,-82.6014,St Stephen'S Episcopal School,private,school
The Pine School,12350 SE Federal Hwy,Hobe Sound,FL,33455,(772) 675-7005,27.0529,-80.141,The Pine School,private,school
Mechina of South Florida,4000 Alton Rd,Miami Beach,FL,33140,(305) 534-7050,25.8117,-80.1364,Mechina of South Florida,private,school
Aucilla Christian Academy,7803 Aucilla Rd,Monticello,FL,32344,(850) 997-3597,30.4841,-83.76,Aucilla Christian Academy,private,school
Tampa Bay Christian Academy,6815 N Rome Ave,Tampa,FL,33604,(813) 343-0600,28.01,-82.4757,Tampa Bay Christian Academy,private,school
Highlands Christian Academy,4210 Lakeland Highlands Rd,Lakeland,FL,33813,(863) 646-5031,27.989,-81.9236,Highlands Christian Academy,private,school
St Andrew'S Episcopal Academy,210 S Indian River Dr,Fort Pierce,FL,34950,(772) 461-7689,27.4468,-80.3219,St Andrew'S Episcopal Academy,private,school
The Benjamin School,11000 Ellison Wilson Rd,North Palm Beach,FL,33408,(561) 472-3451,26.8377,-80.0632,The Benjamin School,private,school
Northwest Christian Academy,951 NW 136th St,Miami,FL,33168,(305) 685-8734,25.8989,-80.2142,Northwest Christian Academy,private,school
Vanguard School of Coconut Grove Fl,3939 Main Hwy,Coconut Grove,FL,33133,(786) 218-1414,25.718,-80.2524,Vanguard School of Coconut Grove Fl,private,school
Dba Mount Dora Christian Academy,301 W 13th Ave,Mount Dora,FL,32757,(352) 383-5421,28.808,-81.6473,Dba Mount Dora Christian Academy,private,school
Lakeland Christian School,1111 Forest Park St,Lakeland,FL,33803,(863) 688-2771,28.0243,-81.972,Lakeland Christian School,private,school
St Edward'S School,1895 Saint Edwards Dr,Vero Beach,FL,32963,(772) 231-4136,27.5998,-80.3391,St Edward'S School,private,school
Rocky Bayou Christian School,2101 Partin Dr N,Niceville,FL,32578,(850) 279-7227,30.5271,-86.4622,Rocky Bayou Christian School,private,school
St Johns Country Day School,3100 Doctors Lake Dr,Orange Park,FL,32073,(904) 264-9572,30.146,-81.7438,St Johns Country Day School,private,school
Maclay School,3737 N Meridian Rd,Tallahassee,FL,32312,(850) 893-2138,30.5242,-84.276,Maclay School,private,school
"Westminster Christian Private School, Inc.",6855 SW 152nd St,Palmetto Bay,FL,33157,(305) 233-2030,25.6317,-80.3044,"Westminster Christian Private School, Inc.",private,school
Lake Worth Christian School,7592 High Ridge Rd,Boynton Beach,FL,33426,(561) 586-8216,26.5636,-80.0733,Lake Worth Christian School,private,school
Shorecrest Preparatory School,5101 1st St NE,St. Petersburg,FL,33703,(727) 522-2111,27.8195,-82.6322,Shorecrest Preparatory School,private,school
Sarasota Christian School,5415 Bahia Vista St,Sarasota,FL,34232,(941) 371-6481,27.3248,-82.4613,Sarasota Christian School,private,school
The Bolles School,7400 San Jose Blvd,Jacksonville,FL,32217,(904) 733-9292,30.2422,-81.6284,The Bolles School,private,school
Bayshore Christian School,3909 S Macdill Ave,Tampa,FL,33611,(813) 839-4297,27.9071,-82.4955,Bayshore Christian School,private,school
Community Christian School,5500 18th St E,Bradenton,FL,34203,(941) 756-8748,27.4417,-82.5405,Community Christian School,private,school
Coral Springs Christian Academy,2251 Riverside Dr,Coral Springs,FL,33065,(954) 840-1131,26.2585,-80.235,Coral Springs Christian Academy,private,school
Dibacco School,23 S H St,Lake Worth,FL,33460,(561) 513-7700,26.6151,-80.0587,Dibacco School,private,school
Eastland Christian School,9000 Lake Underhill Rd,Orlando,FL,32825,(407) 277-5858,28.5373,-81.2598,Eastland Christian School,private,school
Edgewood Children'S Ranch,1451 Edgewood Ranch Rd,Orlando,FL,32835,(407) 295-2464,28.5237,-81.4838,Edgewood Children'S Ranch,private,school
Faith Baptist Academy,6950 Royal Palm Blvd,Margate,FL,33063,(954) 974-2404,26.2519,-80.2184,Faith Baptist Academy,private,school
Winter Haven Christian School,1700 Buckeye Loop Rd,Winter Haven,FL,33881,(863) 294-4135,28.0402,-81.6937,Winter Haven Christian School,private,school
Samaritan House for Boys,1490 SE Cove Rd,Stuart,FL,34997,(772) 287-4123,27.1185,-80.2346,Samaritan House for Boys,private,school
Florida Christian School,4200 SW 89th Ave,Miami,FL,33165,(305) 226-8152,25.7299,-80.3407,Florida Christian School,private,school
Calvary Christian Academy & Preschool,535 Clifford St,Fort Walton Beach,FL,32547,(850) 862-1414,30.4425,-86.6307,Calvary Christian Academy & Preschool,private,school
Okeechobee Christian Academy,701 S Parrott Ave,Okeechobee,FL,34974,(863) 763-3072,27.2372,-80.8293,Okeechobee Christian Academy,private,school
David Posnack Jewish Day School,5810 S Pine Island Rd,Davie,FL,33328,(954) 583-6100,26.0463,-80.2581,David Posnack Jewish Day School,private,school
Heritage Christian Academy,4325 Us Highway 17,Fleming Island,FL,32003,(904) 269-2405,30.1192,-81.7032,Heritage Christian Academy,private,school
Heritage Preparatory School,6000 W Colonial Dr,Orlando,FL,32808,(407) 293-6000,28.5514,-81.4636,Heritage Preparatory School,private,school
Highlands Christian Academy,501 NE 48th St,Pompano Beach,FL,33064,(954) 421-1747,26.2918,-80.1176,Highlands Christian Academy,private,school
Hobe Sound Christian Academy,11460 SE Gomez Ave,Hobe Sound,FL,33455,(772) 545-1455,27.0666,-80.1296,Hobe Sound Christian Academy,private,school
Hollywood Christian School,1708 N State Road 7,Hollywood,FL,33021,(954) 322-4375,26.0254,-80.2102,Hollywood Christian School,private,school
Jupiter Christian School,700 S Delaware Blvd,Jupiter,FL,33458,(561) 746-7800,26.9275,-80.1186,Jupiter Christian School,private,school
Keswick Christian School,10101 54th Ave N,St. Petersburg,FL,33708,(727) 393-9100,27.8235,-82.7795,Keswick Christian School,private,school
Liberty Christian School,2626 S Palmetto Ave,Sanford,FL,32773,(407) 323-1583,28.7811,-81.2661,Liberty Christian School,private,school
Brito Miami Private School,2732 SW 32nd Ave,Miami,FL,33133,(305) 448-1463,25.7412,-80.2463,Brito Miami Private School,private,school
Montverde Academy,17235 7th St,Montverde,FL,34756,(407) 469-2561,28.5967,-81.6738,Montverde Academy,private,school
North Florida Christian School,3000 N Meridian Rd,Tallahassee,FL,32312,(850) 386-6327,30.4875,-84.2794,North Florida Christian School,private,school
Orlando Christian Prep,500 S Semoran Blvd,Orlando,FL,32807,(407) 823-9744,28.5362,-81.3117,Orlando Christian Prep,private,school
Palmer Trinity School,7900 SW 176th St,Palmetto Bay,FL,33157,(305) 251-2230,25.6053,-80.3211,Palmer Trinity School,private,school
Providence Christian School,5416 Providence Rd,Riverview,FL,33578,(813) 661-0588,27.8983,-82.3173,Providence Christian School,private,school
Robert F Munroe Day School,91 Old Mt Pleasant Rd,Quincy,FL,32352,(850) 856-5500,30.653,-84.7001,Robert F Munroe Day School,private,school
Santa Rosa Christian School,6331 Chestnut St,Milton,FL,32570,(850) 623-4671,30.6416,-87.0582,Santa Rosa Christian School,private,school
University Christian School,5520 University Blvd W,Jacksonville,FL,32216,(904) 737-6330,30.2706,-81.61,University Christian School,private,school
Nsu University School,3375 SW 75th Ave,Davie,FL,33314,(954) 262-4413,26.0791,-80.2465,Nsu University School,private,school
Victory Christian Academy,10613 Lem Turner Rd,Jacksonville,FL,32218,(904) 764-7781,30.4287,-81.6915,Victory Christian Academy,private,school
"Zion Lutheran School, Zion Lutheran Preschool",959 SE 6th Ave,Deerfield Beach,FL,33441,(954) 421-3146,26.3059,-80.0971,"Zion Lutheran School, Zion Lutheran Preschool",private,school
Orlando Baptist Temple,4400 N Powers Dr,Orlando,FL,32818,(407) 293-2772,28.5969,-81.4698,Orlando Baptist Temple,private,school
Azalea Park Baptist School,5725 Dahlia Dr,Orlando,FL,32807,(407) 277-4056,28.5461,-81.3093,Azalea Park Baptist School,private,school
Atlantis Academy,9600 SW 107th Ave,Miami,FL,33176,(305) 271-9771,25.6789,-80.3686,Atlantis Academy,private,school
Brevard Christian School,1100 Dorchester Ave,West Melbourne,FL,32904,(321) 727-2038,28.0761,-80.6393,Brevard Christian School,private,school
Trinity Christian Academy,800 Hammond Blvd,Jacksonville,FL,32221,(904) 596-2460,30.3093,-81.7963,Trinity Christian Academy,private,school
Sunnyside Mennonite School,901 Honore Ave,Sarasota,FL,34232,(941) 377-3837,27.3265,-82.4631,Sunnyside Mennonite School,private,school
Walker Memorial Academy,1525 W Avon Blvd,Avon Park,FL,33825,(863) 453-3131,27.6273,-81.5241,Walker Memorial Academy,private,school
Port Charlotte Adventist School,2100 Loveland Blvd.,Port Charlotte,FL,33980,(941) 625-5237,27.0016,-82.057,Port Charlotte Adventist School,private,school
Tallavana Christian School,5840 Havana Hwy,Havana,FL,32333,(850) 539-5300,30.6054,-84.4713,Tallavana Christian School,private,school
Z L Sung Sda School,2115 NW 39th Ave,Gainesville,FL,32605,(352) 376-6040,29.6871,-82.3523,Z L Sung Sda School,private,school
Greater Miami Adventist Academy,500 NW 122nd Ave,Miami,FL,33182,(305) 220-5955,25.7723,-80.3941,Greater Miami Adventist Academy,private,school
Tampa Adventist Academy,3205 N Boulevard,Tampa,FL,33603,(813) 228-7950,27.9738,-82.4666,Tampa Adventist Academy,private,school
St Pius X Catholic High School,2674 Johnson Rd NE,Atlanta,GA,30345,(404) 636-3023,33.8643,-84.2928,St Pius X Catholic High School,private,school
St Vincent'S Academy,207 E Liberty St,Savannah,GA,31401,(912) 236-5508,32.0737,-81.0908,St Vincent'S Academy,private,school
Aquinas High School,1920 Highland Ave,Augusta,GA,30904,(706) 736-5516,33.4604,-82.0384,Aquinas High School,private,school
Rabun-Gap Nacoochee School,339 Nacoochee Dr,Rabun Gap,GA,30568,(706) 746-7467,34.9603,-83.3904,Rabun-Gap Nacoochee School,private,school
Bulloch Academy,873 Westside Rd,Statesboro,GA,30458,(912) 764-6297,32.4477,-81.8133,Bulloch Academy,private,school
Pace Academy,966 W Paces Ferry Rd NW,Atlanta,GA,30327,(404) 262-1345,33.8478,-84.4167,Pace Academy,private,school
Fullington Academy,264 Pine Avenue,Pine Hurst,GA,31070,(229) 645-3383,32.1914,-83.7636,Fullington Academy,private,school
Tattnall Square Academy,111 Trojan Trl,Macon,GA,31210,(478) 477-6760,32.8919,-83.7201,Tattnall Square Academy,private,school
Tallulah Falls School,201 Campus Drive,Tallulah Falls,GA,30573,(706) 754-0400,34.7309,-83.3947,Tallulah Falls School,private,school
Lagrange Academy,1501 Vernon Rd,Lagrange,GA,30240,(706) 882-8097,33.0331,-85.0536,Lagrange Academy,private,school
Brandon Hall School,1701 Brandon Hall Dr,Atlanta,GA,30350,(770) 394-8177,33.985,-84.3006,Brandon Hall School,private,school
St Andrew'S School,601 Penn Waller Rd,Savannah,GA,31410,(912) 897-4941,32.0107,-80.9762,St Andrew'S School,private,school
Piedmont Academy,126 Hwy. 212 W,Monticello,GA,31064,(706) 468-8818,33.3077,-83.6971,Piedmont Academy,private,school
Briarwood Academy,4859 Thomson Hwy,Warrenton,GA,30828,(706) 595-5641,33.4276,-82.5779,Briarwood Academy,private,school
Southwest Georgia Academy,14105 Ga Highway 200,Damascus,GA,39841,(229) 725-4792,31.3051,-84.7254,Southwest Georgia Academy,private,school
Atlanta Jewish Academy Upper School,3130 Raymond Dr,Atlanta,GA,30340,(770) 451-5299,33.8862,-84.2767,Atlanta Jewish Academy Upper School,private,school
Crisp Academy,150 Crisp Academy Dr,Cordele,GA,31015,(229) 273-6330,31.907,-83.8569,Crisp Academy,private,school
John Milledge Academy,197 Log Cabin Rd NE,Milledgeville,GA,31061,(478) 452-5570,33.1473,-83.2611,John Milledge Academy,private,school
Brentwood School,725 Linton Rd,Sandersville,GA,31082,(478) 552-5136,32.9967,-82.8171,Brentwood School,private,school
Stratford Academy,6010 Peake Rd,Macon,GA,31220,(478) 477-8073,32.8614,-83.7547,Stratford Academy,private,school
Savannah Christian Prep,1599 Chatham Pkwy,Savannah,GA,31408,(912) 721-2102,32.0743,-81.1663,Savannah Christian Prep,private,school
Westwood Schools,255 Fuller St,Camilla,GA,31730,(229) 336-7992,31.2234,-84.218,Westwood Schools,private,school
Greater Atlanta Christian School,1575 Indian Trail Lilburn Rd,Norcross,GA,30093,(770) 243-2000,33.9191,-84.1724,Greater Atlanta Christian School,private,school
Nathanael Greene Academy,4731 Highway 15 S,Siloam,GA,30665,(706) 467-2147,33.5317,-83.0756,Nathanael Greene Academy,private,school
George Walton Academy,1 Bulldog Dr,Monroe,GA,30655,(770) 267-7578,33.792,-83.7395,George Walton Academy,private,school
The Heritage School,2093 Highway 29 N,Newnan,GA,30263,(770) 253-9898,33.4284,-84.7587,The Heritage School,private,school
Darlington School,1014 Cave Spring Rd SW,Rome,GA,30161,(706) 236-0410,34.2346,-85.1783,Darlington School,private,school
The Walker School,700 Cobb Pkwy N,Marietta,GA,30062,(678) 581-6891,33.9699,-84.5368,The Walker School,private,school
Brookstone School,440 Bradley Park Dr,Columbus,GA,31904,(706) 324-1392,32.5277,-84.9849,Brookstone School,private,school
Savannah Country Day School,824 Stillwood Dr,Savannah,GA,31419,(912) 925-8800,31.9687,-81.1407,Savannah Country Day School,private,school
Frederica Academy,200 Murray Way,St. Simons Island,GA,31522,(912) 638-9861,31.1679,-81.4029,Frederica Academy,private,school
Augusta Preparatory Day School,285 Flowing Wells Rd,Martinez,GA,30907,(706) 434-2424,33.4999,-82.1104,Augusta Preparatory Day School,private,school
Gatewood Schools,139 Phillips Dr,Eatonton,GA,31024,(706) 485-8231,33.3373,-83.3847,Gatewood Schools,private,school
"Holy Innocents Episcopal School, Nw",805 Mount Vernon Hwy,Atlanta,GA,30327,(404) 303-2150,33.9094,-84.4141,"Holy Innocents Episcopal School, Nw",private,school
John Hancock Academy,1100 Linton Road,Sparta,GA,31087,(706) 444-6470,33.113,-83.0154,John Hancock Academy,private,school
Killian Hill Christian School,151 Arcado Rd SW,Lilburn,GA,30047,(770) 921-3224,33.8881,-84.1141,Killian Hill Christian School,private,school
Pinewood Christian Academy,1 Buck Cravey Drive,Bellville,GA,30414,(912) 739-1272,32.153,-81.9695,Pinewood Christian Academy,private,school
St Francis Day School,9375 Willeo Rd,Roswell,GA,30075,(770) 641-8257,34.0078,-84.3737,St Francis Day School,private,school
The Galloway School,215 W Wieuca Rd NW,Atlanta,GA,30342,(404) 252-8389,33.8752,-84.3937,The Galloway School,private,school
The Howard School,1192 Foster St NW,Atlanta,GA,30318,(404) 377-7436,33.7869,-84.4177,The Howard School,private,school
Trinity Christian School,200 Trinity Rd,Dublin,GA,31021,(478) 272-7699,32.5751,-82.9332,Trinity Christian School,private,school
Twiggs Academy,961 Hamlin Floyd Rd,Jeffersonville,GA,31044,(478) 945-3175,32.6227,-83.3444,Twiggs Academy,private,school
Open Bible Christian School,3992 N Oak Street Ext,Valdosta,GA,31605,(229) 244-6694,30.8905,-83.2801,Open Bible Christian School,private,school
David Emanuel Academy,602 N 4th St,Stillmore,GA,30464,(912) 562-4405,32.4446,-82.2113,David Emanuel Academy,private,school
Colonial Hill Christian School,7131 Mount Vernon Rd,Lithia Springs,GA,30122,(770) 941-6341,33.781,-84.6382,Colonial Hill Christian School,private,school
Creekside Christian Academy,175 Foster Dr,Mcdonough,GA,30253,(770) 961-9300,33.4688,-84.2108,Creekside Christian Academy,private,school
Citizens Christian Academy,1548 Ga Highway 158 W,Douglas,GA,31535,(912) 384-8862,31.4972,-82.8752,Citizens Christian Academy,private,school
Calvary Day School,4625 Waters Ave,Savannah,GA,31404,(912) 644-5080,32.0336,-81.0931,Calvary Day School,private,school
Bible Baptist School,4700 Skidaway Rd,Savannah,GA,31404,(912) 352-3067,32.0242,-81.0708,Bible Baptist School,private,school
Westminster Schools of Augusta,3067 Wheeler Rd,Augusta,GA,30909,(706) 731-5260,33.4908,-82.043,Westminster Schools of Augusta,private,school
Augusta Christian Schools,313 Baston Rd,Martinez,GA,30907,(706) 863-2905,33.5263,-82.077,Augusta Christian Schools,private,school
Crestwood Christian Academy,734 Senoia Rd,Tyrone,GA,30290,(770) 487-4852,33.4653,-84.5974,Crestwood Christian Academy,private,school
Valwood School,4380 Old Us 41 N,Hahira,GA,31632,(229) 242-8491,30.921,-83.3456,Valwood School,private,school
Mt Vernon Presbyterian School,471 Mount Vernon Hwy NE,Atlanta,GA,30328,(404) 252-3448,33.9241,-84.3712,Mt Vernon Presbyterian School,private,school
Brunswick Christian Academy,4231 Us Highway 17 N,Brunswick,GA,31525,(912) 264-4546,31.229,-81.4588,Brunswick Christian Academy,private,school
Dublin Mennonite School,1240 New Buckeye Rd,East Dublin,GA,31027,(478) 275-0207,32.636,-82.8748,Dublin Mennonite School,private,school
Georgia-Cumberland Academy,397 Academy Dr SW,Calhoun,GA,30701,(706) 629-4591,34.4643,-85.0177,Georgia-Cumberland Academy,private,school
St Anthony Jr/Sr High School,1618 Lower Main St,Wailuku,HI,96793,(808) 244-4190,20.8923,-156.497,St Anthony Jr/Sr High School,private,school
St Francis School,2707 Pamoa Rd,Honolulu,HI,96822,(808) 988-4111,21.3028,-157.813,St Francis School,private,school
St Louis School,3142 Waialae Ave,Honolulu,HI,96816,(808) 739-7777,21.2879,-157.808,St Louis School,private,school
St Joseph School,1000 Ululani St,Hilo,HI,96720,(808) 935-4936,19.7136,-155.084,St Joseph School,private,school
The St Andrews Schools,224 Queen Emma Sq,Honolulu,HI,96813,(808) 532-2418,21.3102,-157.857,The St Andrews Schools,private,school
Seabury Hall,480 Olinda Rd,Makawao,HI,96768,(808) 572-7235,20.8409,-156.309,Seabury Hall,private,school
Variety School of Hawaii,710 Palekaua St,Honolulu,HI,96816,(808) 732-2835,21.2629,-157.795,Variety School of Hawaii,private,school
Le Jardin Academy,917 Kalanianaole Hwy,Kailua,HI,96734,(808) 261-0707,21.3792,-157.768,Le Jardin Academy,private,school
Mid-Pacific Institute,2445 Kaala St,Honolulu,HI,96822,(808) 973-5001,21.3029,-157.818,Mid-Pacific Institute,private,school
Punahou School,1601 Punahou St,Honolulu,HI,96822,(808) 944-5711,21.3028,-157.829,Punahou School,private,school
La Pietra Hawaii School for Girls,2933 Poni Moi Rd,Honolulu,HI,96815,(808) 922-2744,21.2612,-157.816,La Pietra Hawaii School for Girls,private,school
Parker School,65-1224 Lindsey Rd,Kamuela,HI,96743,(808) 885-6803,20.0223,-155.67,Parker School,private,school
Honolulu Waldorf School,350 Ulua St,Honolulu,HI,96821,(808) 377-5471,21.2853,-157.735,Honolulu Waldorf School,private,school
Maili Bible School,87-138 Gilipake St,Waianae,HI,96792,(808) 696-3038,21.4171,-158.176,Maili Bible School,private,school
Koolau Baptist Academy,45-633 Keneke St.,Kaneohe,HI,96744,(808) 233-2900,21.4042,-157.806,Koolau Baptist Academy,private,school
Kaimuki Christian School,1117 Koko Head Ave,Honolulu,HI,96816,(808) 732-1771,21.281,-157.798,Kaimuki Christian School,private,school
Island School,3-1875 Kaumualii Hwy,Lihue,HI,96766,(808) 246-0233,21.973,-159.399,Island School,private,school
Hale O Ulu School,91-1841 Fort Weaver Rd,Ewa Beach,HI,96706,(808) 681-1580,21.3542,-158.03,Hale O Ulu School,private,school
Doris Todd Christian Academy,519 Baldwin Ave,Paia,HI,96779,(808) 579-9237,20.9035,-156.372,Doris Todd Christian Academy,private,school
Assets School,1 Ohana Nui Way,Honolulu,HI,96818,(808) 423-1356,21.3402,-157.934,Assets School,private,school
Kauai Christian Academy,4000 Kilauea Rd,Kilauea,HI,96754,(808) 828-0047,22.2097,-159.408,Kauai Christian Academy,private,school
Haleakala Waldorf School,4160 Lower Kula Rd,Kula,HI,96790,(808) 878-2511,20.7658,-156.327,Haleakala Waldorf School,private,school
Bishop Kelly High School,7009 W Franklin Rd,Boise,ID,83709,(208) 375-6010,43.6042,-116.27,Bishop Kelly High School,private,school
River of Life Christian School,800 17th Ave N,Payette,ID,83661,(208) 642-4416,44.0924,-116.935,River of Life Christian School,private,school
Nampa Christian Schools,11920 W Flamingo Ave,Nampa,ID,83651,(208) 475-1708,43.5997,-116.631,Nampa Christian Schools,private,school
Gem State Adventist Academy,16115 S Montana Ave,Caldwell,ID,83607,(208) 459-1627,43.6071,-116.685,Gem State Adventist Academy,private,school
Lake City Jr Academy,111 E Locust Ave,Coeur D Alene,ID,83814,(208) 667-0877,47.6946,-116.784,Lake City Jr Academy,private,school
Holy Trinity High School,1443 W Division St,Chicago,IL,60642,(773) 278-4212,41.9032,-87.6642,Holy Trinity High School,private,school
Marian Catholic High School,700 Ashland Ave,Chicago Heights,IL,60411,(708) 755-7565,41.5194,-87.6567,Marian Catholic High School,private,school
Regina Dominican High School,701 Locust Rd,Wilmette,IL,60091,(847) 256-7660,42.0753,-87.7445,Regina Dominican High School,private,school
Carmel Catholic High School,1 Carmel Pkwy,Mundelein,IL,60060,(847) 566-3000,42.2724,-87.9868,Carmel Catholic High School,private,school
Notre Dame College Prep,7655 W Dempster St,Niles,IL,60714,(847) 965-2900,42.0387,-87.818,Notre Dame College Prep,private,school
Fenwick High School,505 Washington Blvd,Oak Park,IL,60302,(708) 386-0127,41.8813,-87.7886,Fenwick High School,private,school
Trinity High School,7574 Division St,River Forest,IL,60305,(708) 771-8383,41.9019,-87.8142,Trinity High School,private,school
Seton Academy,16100 Seton Dr,South Holland,IL,60473,(708) 333-6300,41.6037,-87.5855,Seton Academy,private,school
St George School,6700 176th St,Tinley Park,IL,60477,(708) 532-2626,41.5721,-87.7822,St George School,private,school
Woodlands Academy of the Sacred Heart,760 E Westleigh Rd,Lake Forest,IL,60045,(847) 234-4300,42.235,-87.8293,Woodlands Academy of the Sacred Heart,private,school
Nazareth Academy,1209 W Ogden Ave,La Grange Park,IL,60526,(708) 354-0061,41.8208,-87.8861,Nazareth Academy,private,school
Josephinum Academy,1501 N Oakley Blvd,Chicago,IL,60622,(773) 276-1261,41.9093,-87.6842,Josephinum Academy,private,school
Leo Catholic High School,7901 S Sangamon St,Chicago,IL,60620,(773) 224-9600,41.7503,-87.6479,Leo Catholic High School,private,school
Queen of Peace High School,7659 Linder Ave,Burbank,IL,60459,(708) 458-7600,41.7536,-87.7573,Queen of Peace High School,private,school
Resurrection College Prep High School,7500 W Talcott Ave,Chicago,IL,60631,(773) 775-6616,41.9913,-87.8156,Resurrection College Prep High School,private,school
St Benedict Preparatory School,3900 N Leavitt St,Chicago,IL,60618,(773) 539-0066,41.9526,-87.6845,St Benedict Preparatory School,private,school
St Laurence High School,5556 W 77th St,Burbank,IL,60459,(708) 458-6900,41.7548,-87.7591,St Laurence High School,private,school
St Viator High School,1213 E Oakton St,Arlington Heights,IL,60004,(847) 392-4050,42.0945,-87.9697,St Viator High School,private,school
Hales Franciscan High School,4930 S Cottage Grove Ave,Chicago,IL,60615,(773) 285-8400,41.805,-87.6071,Hales Franciscan High School,private,school
De La Salle Institute - Institute Campus,3434 S Michigan Ave,Chicago,IL,60616,(312) 842-7355,41.8315,-87.6245,De La Salle Institute - Institute Campus,private,school
Br Rice High School,10001 S Pulaski Rd,Chicago,IL,60655,(773) 429-4300,41.7115,-87.7195,Br Rice High School,private,school
Gibault Catholic High School,501 Columbia Ave,Waterloo,IL,62298,(618) 939-3883,38.344,-90.1568,Gibault Catholic High School,private,school
Mater Dei High School,900 Mater Dei Dr,Breese,IL,62230,(618) 526-7216,38.6167,-89.5333,Mater Dei High School,private,school
Althoff Catholic High School,5401 W Main St,Belleville,IL,62226,(618) 235-1100,38.5478,-90.0309,Althoff Catholic High School,private,school
Bishop Mcnamara Catholic High School,550 W Brookmont Blvd,Kankakee,IL,60901,(815) 932-7413,41.1344,-87.8687,Bishop Mcnamara Catholic High School,private,school
Montini Catholic High School,19w070 16th St,Lombard,IL,60148,(630) 627-6930,41.8543,-87.9997,Montini Catholic High School,private,school
Providence Catholic High School,1800 W. Lincoln Highway,New Lenox,IL,60451,(815) 485-2136,41.5211,-88.0002,Providence Catholic High School,private,school
St Francis High School,2130 W Roosevelt Rd,Wheaton,IL,60187,(630) 668-5800,41.8559,-88.1408,St Francis High School,private,school
Central Catholic High School,1201 Airport Rd,Bloomington,IL,61704,(309) 661-7000,40.4934,-88.9228,Central Catholic High School,private,school
Alleman High School,1103 40th St,Rock Island,IL,61201,(309) 786-7793,41.4993,-90.5447,Alleman High School,private,school
St Bede Academy,24 W Us Highway 6,Peru,IL,61354,(815) 223-3140,41.3281,-89.1604,St Bede Academy,private,school
Peoria Notre Dame High School,5105 N. Sheridan Rd.,Peoria,IL,61607,(309) 691-8741,40.7488,-89.6052,Peoria Notre Dame High School,private,school
Marquette Academy,1000 Paul St,Ottawa,IL,61350,(815) 433-0125,41.3502,-88.8392,Marquette Academy,private,school
Marian Central Catholic High School,1001 McHenry Ave,Woodstock,IL,60098,(815) 338-4220,42.3259,-88.4317,Marian Central Catholic High School,private,school
Newman Central Catholic High School,1101 W 23rd St,Sterling,IL,61081,(815) 625-0500,41.8078,-89.7119,Newman Central Catholic High School,private,school
Boylan Catholic High School,4000 Saint Francis Dr,Rockford,IL,61103,(815) 877-0531,42.32,-89.0841,Boylan Catholic High School,private,school
Aquin Catholic Jr Sr High School,1419 S Galena Ave,Freeport,IL,61032,(815) 235-3154,42.2861,-89.6056,Aquin Catholic Jr Sr High School,private,school
Aurora Central Catholic High School,1255 N Edgelawn Dr,Aurora,IL,60506,(630) 907-0095,41.7826,-88.3581,Aurora Central Catholic High School,private,school
Marmion Academy,1000 Butterfield Rd,Aurora,IL,60502,(630) 897-6936,41.8137,-88.2969,Marmion Academy,private,school
Rosary High School,901 N Edgelawn Dr,Aurora,IL,60506,(630) 896-0831,41.7746,-88.3575,Rosary High School,private,school
St Edward Central Catholic High School,335 Locust St,Elgin,IL,60123,(847) 741-7535,42.0326,-88.2887,St Edward Central Catholic High School,private,school
Routt Catholic High School,500 E College Ave,Jacksonville,IL,62650,(217) 243-8563,39.7329,-90.2222,Routt Catholic High School,private,school
Marquette Catholic High School,219 E 4th St,Alton,IL,62002,(618) 463-0580,38.8912,-90.1825,Marquette Catholic High School,private,school
Sacred Heart Griffin High School,1200 W Washington St,Springfield,IL,62702,(217) 787-1595,39.8006,-89.6753,Sacred Heart Griffin High School,private,school
St Anthony High School,304 E Roadway Ave,Effingham,IL,62401,(217) 342-6969,39.1294,-88.5384,St Anthony High School,private,school
Quincy Notre Dame High School,1400 S 11th St,Quincy,IL,62301,(217) 653-3964,39.9146,-91.3996,Quincy Notre Dame High School,private,school
Lake County Baptist School,1550 W Yorkhouse Rd,Waukegan,IL,60087,(847) 623-7600,42.4104,-87.8504,Lake County Baptist School,private,school
Christ the King Lutheran School,3701 S Lake Park Ave,Chicago,IL,60653,(773) 536-1984,41.8286,-87.6059,Christ the King Lutheran School,private,school
Wheaton Academy,900 Prince Crossing Rd,West Chicago,IL,60185,(630) 562-7500,41.9019,-88.1873,Wheaton Academy,private,school
Zion Lutheran Grade School,203 S Vine St,Mount Pulaski,IL,62548,(217) 792-5715,40.0083,-89.2821,Zion Lutheran Grade School,private,school
Lutheran School Association,2001 E Mound Rd,Decatur,IL,62526,(217) 233-2001,39.8894,-88.9293,Lutheran School Association,private,school
Rockford Lutheran School - Jr/Sr High School,3411 N Alpine Rd,Rockford,IL,61114,(815) 877-9551,42.3093,-89.027,Rockford Lutheran School - Jr/Sr High School,private,school
