field_organization_name,field_address_1,field_city,field_state,Zip,field_phone,field_latitude,field_longitude,title,field_school_type,field_type
Conocoheague Mennonite School,12403 Huyett Ln,Hagerstown,MD,21740,(717) 360-5483,39.6554,-77.7983,Conocoheague Mennonite School,private,school
Cornerstone Academy,17455 Old Frederick Rd.,Mount Airy,MD,21771,(301) 829-4730,39.3547,-77.1231,Cornerstone Academy,private,school
Kings Landing Academy,2490 Kings Landing Rd,Huntingtown,MD,20639,(410) 474-7660,38.6249,-76.6566,Kings Landing Academy,private,school
Maven Academy the,1908 Forest Dr Suite 2j,Annapolis,MD,21401,(410) 216-7070,38.9745,-76.5263,Maven Academy the,private,school
Mountain Top Sda School,PO Box 628,Mc Henry,MD,21541,(301) 387-9532,39.4663,-79.366,Mountain Top Sda School,private,school
The Community School,2939 Huntingdon Avenue,Baltimore,MD,21211,(410) 467-4920,39.3225,-76.6238,The Community School,private,school
Village Academy of Maryland,8601 Ashwood Dr,Capitol Heights,MD,20743,,38.8818,-76.8571,Village Academy of Maryland,private,school
Sterling Education-New England-Boston,315 University Ave,Westwood,MA,2090,(781) 251-0590,42.2008,-71.1551,Sterling Education-New England-Boston,private,school
Commonwealth Academy,1 Ames Hill Dr,Springfield,MA,1105,(413) 285-8976,42.0985,-72.5757,Commonwealth Academy,private,school
Futures School,55 Tozer Rd,Beverly,MA,1915,(978) 993-8096,42.5685,-70.8815,Futures School,private,school
Integrated Learning Academy Newton School,109 Oak St Suite G-10,Newton,MA,2464,(617) 467-5849,42.3088,-71.2204,Integrated Learning Academy Newton School,private,school
Brightmont Academy - Northville,15374 N Haggerty Rd,Plymouth,MI,48170,(734) 548-8740,42.3966,-83.4383,Brightmont Academy - Northville,private,school
Christian Fellowship Center,950 N Michigan Rd,Eaton Rapids,MI,48827,(517) 282-4280,42.5815,-84.6216,Christian Fellowship Center,private,school
Detroit Christian Schools of Excellence,19370 Greenfield,Detroit,MI,48235,(313) 281-8144,42.4335,-83.1999,Detroit Christian Schools of Excellence,private,school
Greater Lansing Adventist School,5330 W St Joe Hwy,Lansing,MI,48917,(517) 321-5565,42.7266,-84.6245,Greater Lansing Adventist School,private,school
International Islamic Academy,14350 Tireman St,Detroit,MI,48228,(313) 584-6448,42.3517,-83.184,International Islamic Academy,private,school
Lake Michigan Catholic School,915 Pleasant St.,St. Joseph,MI,49085,(269) 983-5529,42.1079,-86.4781,Lake Michigan Catholic School,private,school
Learning Disabilities Clinic- Inc.,25611 Coolidge Hwy,Oak Park,MI,48237,(248) 545-6677,42.4798,-83.1829,Learning Disabilities Clinic- Inc.,private,school
Potters House High School,2500 Newport St SW,Wyoming,MI,49519,(616) 249-8050,42.9154,-85.7267,Potters House High School,private,school
Shalom Baptist Church School,3400 Morgan Rd,Lake Orion,MI,48359,(248) 391-0443,42.712,-83.309,Shalom Baptist Church School,private,school
Shrine Academy,3500 W 13 Mile Rd,Royal Oak,MI,48073,(248) 549-2925,42.5187,-83.1908,Shrine Academy,private,school
Valley School,5255 Linden Rd,Swartz Creek,MI,48473,(810) 767-4004,42.9517,-83.7689,Valley School,private,school
Apostolic Christian Academy,6944 Hudson Blvd,Oakdale,MN,55128,(651) 739-7686,44.9506,-92.9663,Apostolic Christian Academy,private,school
Big Stone Colony School,75217 Big Stone Colony Rd,Graceville,MN,56240,(320) 748-7250,45.528,-96.4755,Big Stone Colony School,private,school
Glory Academy,25170 Dodd Blvd,Lakeville,MN,55044,(952) 985-3659,44.5843,-93.2706,Glory Academy,private,school
Holy Spirit Academy,1001 E 7th St Suite 1,Monticello,MN,55362,(763) 220-2402,45.2961,-93.7835,Holy Spirit Academy,private,school
Oakland Baptist School,22035 890th Ave,Oakland,MN,56007,(507) 355-2093,43.6743,-93.0894,Oakland Baptist School,private,school
Sterling Central,320 Center St,Vesta,MN,86292,(999) 999-9999,44.5077,-95.4142,Sterling Central,private,school
Academy at St. Sabina,1625 Swallow Ln,Florissant,MO,63031,(314) 837-6524,38.815,-90.3443,Academy at St. Sabina,private,school
Artstech,1522 Holmes St,Kansas City,MO,64108,(816) 461-0201,39.0948,-94.5756,Artstech,private,school
Change Academy at Lake of the Ozarks,130 Calo Ln,Lake Ozark,MO,65049,(573) 365-2221,38.2031,-92.6825,Change Academy at Lake of the Ozarks,private,school
Living Word Christian School,1145 Tom Ginnever Ave,O'fallon,MO,63366,(636) 978-1680,38.8226,-90.6732,Living Word Christian School,private,school
Lakeland Regional School,440 S. Market Ave.,Springfield,MO,65810,(417) 520-1330,37.2065,-93.2955,Lakeland Regional School,private,school
Libby Lane Academy,601 NW Libby Ln,Lees Summit,MO,64063,(816) 399-2026,38.9236,-94.3994,Libby Lane Academy,private,school
Lutheran Assn for Spec Ed,3558 S Jefferson Ave,St. Louis,MO,63118,(314) 268-1234,38.5898,-90.2255,Lutheran Assn for Spec Ed,private,school
Ozanam School,421 E 137th St,Kansas City,MO,64145,(816) 508-3600,38.8767,-94.5902,Ozanam School,private,school
Wings of Faith Academy,10866 E Highway 32,Stockton,MO,65785,(417) 276-8761,37.726,-93.8764,Wings of Faith Academy,private,school
Yeshivat Kadimah High School,1142 N Warson Rd,St. Louis,MO,63132,(314) 942-3166,38.6799,-90.3946,Yeshivat Kadimah High School,private,school
Summit Academy,No. 1 West End Rd,Livingston,MT,59047,(406) 823-9155,45.6543,-110.61,Summit Academy,private,school
Wood Creek Academy- Llc,76 Tanager Lane,Thompson Falls,MT,59873,(406) 827-8272,47.5473,-115.25,Wood Creek Academy- Llc,private,school
Free World U,311 W Third St Suite 2822,Carson City,NV,89703,(702) 425-4398,39.1623,-119.769,Free World U,private,school
Lighthouse Baptist Academy,5350 Pembroke Dr,Reno,NV,89502,(775) 356-7535,39.4957,-119.741,Lighthouse Baptist Academy,private,school
El Shaddai Christian Academy,68 Stiles Rd Unit H,Salem,NH,3079,(603) 912-5972,42.7703,-71.2499,El Shaddai Christian Academy,private,school
Enriched Learning Center,26 Exchange Street,Berlin,NH,3570,(603) 215-6372,44.4679,-71.1848,Enriched Learning Center,private,school
Parker Academy,2 Fisk Rd,Concord,NH,3301,(603) 410-6240,43.1973,-71.5739,Parker Academy,private,school
Academy of Saint Elizabeth,2 Convent Rd,Convent Station,NJ,7961,(973) 290-5200,40.7797,-74.4396,Academy of Saint Elizabeth,private,school
Academy of Saut Ul Furqau,250 Hargreaves Ave,Teauech,NJ,7666,(201) 523-0616,40.9025,-73.9902,Academy of Saut Ul Furqau,private,school
Bais Leah High School,152 Lanes Mill Rd,Howell,NJ,7731,(732) 886-5324,40.1287,-74.2143,Bais Leah High School,private,school
Fusion Academy,182 South St Suite 4,Morristown,NJ,7960,(973) 267-0474,40.7918,-74.4757,Fusion Academy,private,school
Golda Och Academy,1418 Pleasant Valley Way,West Orange,NJ,7052,(973) 602-3600,40.7744,-74.279,Golda Och Academy,private,school
Heichal Hatorah,70 Sterling Pl,Teaneck,NJ,7666,(201) 335-0633,40.8854,-74.009,Heichal Hatorah,private,school
Mesivta of North Jersey,181 Lafayette Avenue,Passaic,NJ,7055,(973) 916-1900,40.8547,-74.1281,Mesivta of North Jersey,private,school
Princeton Intl School of Mathematics and Science,19 Lambert Dr,Princeton,NJ,8540,(609) 454-5582,40.3412,-74.6942,Princeton Intl School of Mathematics and Science,private,school
Sinai Girls' High School,1650 Palisade Ave,Teaneck,NJ,7666,(201) 833-4307,40.9075,-74.0013,Sinai Girls' High School,private,school
Sinai School at Rynj,666 Kinderkamack Rd,River Edge,NJ,7661,(201) 833-1134,40.9304,-74.0327,Sinai School at Rynj,private,school
St John of God Community Services/Archbishop Dam,1145 Delsea Dr,Westville,NJ,8093,(856) 848-4700,39.8491,-75.1214,St John of God Community Services/Archbishop Dam,private,school
The Hanal High School,260 Harrison St,Leonia,NJ,7605,(201) 242-0377,40.8664,-73.9856,The Hanal High School,private,school
Adventist Academy of Santa Fe,702 Bishops Lodge Rd,Santa Fe,NM,87501,(505) 954-1845,35.696,-105.932,Adventist Academy of Santa Fe,private,school
St Pius X High School,5301 Saint Josephs Dr NW,Albuquerque,NM,87120,(505) 831-8400,35.1299,-106.698,St Pius X High School,private,school
Aichhorn School (the),23 W 106th St,New York,NY,10025,(212) 316-9353,40.7988,-73.9611,Aichhorn School (the),private,school
Bais Yaakov High School of South Fallsburg,243 Brickman Rd.,Fallsburg,NY,12733,(845) 468-1111,41.7363,-74.6243,Bais Yaakov High School of South Fallsburg,private,school
Congregation Machna Shalva (girls Dept.),1462 62nd St & 1363 50th St.,Brooklyn,NY,11219,(718) 438-0060,40.625,-73.996,Congregation Machna Shalva (girls Dept.),private,school
Calvary Christian School,41 Rr 209n,Port Jervis,NY,12771,(845) 856-1620,41.3761,-74.6856,Calvary Christian School,private,school
Cong Khal Yereim Yesh Bais Hillel,52 Carlton Rd,Monsey,NY,10952,(845) 573-5434,41.1242,-74.079,Cong Khal Yereim Yesh Bais Hillel,private,school
Bnos Esther Pupa,246 North Main Street,Spring Valley,NY,10977,(845) 371-1200,41.1242,-74.0398,Bnos Esther Pupa,private,school
Creative Minds Montessori School,169 Genesee St,Auburn,NY,13021,(315) 406-9495,42.9299,-76.5703,Creative Minds Montessori School,private,school
Daytop Prep School,620 Route 303,Blauvelt,NY,10913,(845) 353-2730,41.0812,-73.9494,Daytop Prep School,private,school
Eisek Hatorah D'Rachmistrivka,8101 Avenue K,Brooklyn,NY,11236,(718) 438-5040,40.633,-73.9089,Eisek Hatorah D'Rachmistrivka,private,school
Gustavus Adolphus Child & Family,200 Gustavus Ave,Jamestown,NY,14701,(716) 665-2772,42.1168,-79.2106,Gustavus Adolphus Child & Family,private,school
Hebrew Academy-Lower School,33 Washington Ave,Lawrence,NY,11559,(516) 569-3370,40.6187,-73.7268,Hebrew Academy-Lower School,private,school
Manhattan Children'S Center (the),111 West 92,New York New York,NY,10025,(212) 749-4604,40.7905,-73.9698,Manhattan Children'S Center (the),private,school
Mesilas Bais Yaakov,420 19th St,Brooklyn,NY,11215,(718) 499-4747,40.6584,-73.9855,Mesilas Bais Yaakov,private,school
Mesivta Ahavas Hatorah,720 Union Rd,Spring Valley,NY,10977,(845) 426-7400,41.1423,-74.0546,Mesivta Ahavas Hatorah,private,school
Mesivta Nesivos Hatalmud,1228 36th St,Brooklyn,NY,11218,(718) 972-5858,40.6432,-73.9861,Mesivta Nesivos Hatalmud,private,school
Mesivta of Yeshiva D'Monsey,2 Roman Blvd,Monsey,NY,10952,(845) 352-0999,41.1157,-74.0661,Mesivta of Yeshiva D'Monsey,private,school
Mesivta Yam Hatorah,2716 Healy Ave,Far Rockaway,NY,11691,(718) 471-7471,40.6046,-73.7658,Mesivta Yam Hatorah,private,school
New York School for the Deaf,555 Knollwood Rd,White Plains,NY,10603,(914) 949-7310,41.0539,-73.7986,New York School for the Deaf,private,school
Ohel Chaya,16 Sumner Pl,Brooklyn,NY,11206,(718) 452-1300,40.7006,-73.9405,Ohel Chaya,private,school
Quad Preparatory School (the),325 E 6th St,New York,NY,10003,(646) 649-3913,40.7272,-73.9879,Quad Preparatory School (the),private,school
Sunshine Alternative Education Center,468 Boyle Rd,Port Jefferson Station,NY,11776,(631) 476-3099,40.8959,-73.0539,Sunshine Alternative Education Center,private,school
Talmud Torah Me'Or Hachaim Viznitz,15 Elyon Rd,Monsey,NY,10952,(845) 731-3700,41.1148,-74.0702,Talmud Torah Me'Or Hachaim Viznitz,private,school
The Birch Wathen Lenox School,210 E 77th St,New York,NY,10075,(212) 861-0404,40.7725,-73.9577,The Birch Wathen Lenox School,private,school
Torah High School Long Beach,205 West Beech St.,Long Beach,NY,11561,(516) 255-4700,40.5866,-73.6704,Torah High School Long Beach,private,school
Upward Look Christian Academy,3670 Rte 206,Greene,NY,13778,(607) 422-8504,42.3392,-75.883,Upward Look Christian Academy,private,school
Woodward Mental Health Center,201 W Merrick Rd,Freeport,NY,11520,(516) 379-0900,40.6521,-73.5886,Woodward Mental Health Center,private,school
Yeshiva Derech Chaim,1573 39th St,Brooklyn,NY,11218,(718) 438-5476,40.6369,-73.9798,Yeshiva Derech Chaim,private,school
Yeshiva Ohr Moleh Koson,1383 44th St,Brooklyn,NY,11219,(718) 972-4078,40.6368,-73.9874,Yeshiva Ohr Moleh Koson,private,school
Yeshiva Ohr Torah,360 Route 306,Monsey,NY,10952,(845) 352-0407,41.1461,-74.0689,Yeshiva Ohr Torah,private,school
Yeshiva Ohr Yisrael,2940 Avenue P,Brooklyn,NY,11229,(718) 490-6044,40.6127,-73.9437,Yeshiva Ohr Yisrael,private,school
Cong. Darkei Tshivo of Dinov,77 Wallabout St.,Brooklyn,NY,11249,(728) 576-1090,40.6997,-73.9584,Cong. Darkei Tshivo of Dinov,private,school
Yeshiva Tiferes Shmiel D'Aleksander,1010 45th St,Brooklyn,NY,11219,(718) 438-1818,40.641,-73.9961,Yeshiva Tiferes Shmiel D'Aleksander,private,school
Yeshiva Yesodei Hachaim,1326 Ocean Parkway,Brooklyn,NY,11230,(718) 336-5647,40.6162,-73.9696,Yeshiva Yesodei Hachaim,private,school
Yeshivah Prep High School,1412 Avenue J,Brooklyn,NY,11230,(347) 462-1807,40.6249,-73.9618,Yeshivah Prep High School,private,school
Academy at Trails Carolina,555 Sky Valley Camp Rd,Hendersonville,NC,28739,(828) 808-0573,35.2041,-82.5628,Academy at Trails Carolina,private,school
Charlotte Leadership Academy,1326 Prince Hall Ave,Charlotte,NC,28206,(704) 712-1195,35.2499,-80.8381,Charlotte Leadership Academy,private,school
Coastline Christian Academy,2734 Commerce Road,Jacksonville,NC,28546,(910) 467-4758,34.7818,-77.3826,Coastline Christian Academy,private,school
Community Christian Academy,616 Athenia Pl,Bessemer City,NC,28016,(704) 629-2391,35.2787,-81.2712,Community Christian Academy,private,school
Countryside Montessori School,9026 Mallard Creek Rd,Charlotte,NC,28262,(704) 503-6000,35.3269,-80.7724,Countryside Montessori School,private,school
Covenant Preparatory School,1305 Hulsey Rd,Carthage,NC,28327,(201) 417-0481,35.321,-79.3545,Covenant Preparatory School,private,school
Galilee Christian Academy,101 E. Park Ave.,Lexington,NC,27292,(336) 300-7207,35.8437,-80.209,Galilee Christian Academy,private,school
Holden Beach Christian Academy,2428 Seashore Rd SW,Supply,NC,28462,(910) 842-7822,33.9237,-78.3142,Holden Beach Christian Academy,private,school
Iron Academy,9927 Falls of Neuse Rd,Raleigh,NC,27614,(919) 971-1216,35.9114,-78.6024,Iron Academy,private,school
King Family Ministries School,1095 Damascus Rd,Danbury,NC,27016,(336) 593-8635,36.4398,-80.1935,King Family Ministries School,private,school
Learn with the Best,559 Jones Franklin Rd. Suite 164 A&b,Raleigh,NC,27606,(919) 303-1255,35.7731,-78.7219,Learn with the Best,private,school
Liberty Christian Academy,215 Kinston Highway,Richland,NC,28574,(910) 430-0741,34.9065,-77.5632,Liberty Christian Academy,private,school
New Independence Academy,2103 Oberry Center Road,Goldsboro,NC,27530,(919) 288-2429,35.412,-78.0396,New Independence Academy,private,school
New Life Christian Academy,113 Trevathan St.,Rocky Mount,NC,27803,(252) 443-6560,35.9536,-77.7991,New Life Christian Academy,private,school
Oasis Day School,3114 Randall Pkwy Suite 4,Wilmington,NC,28403,(910) 769-4586,34.229,-77.9033,Oasis Day School,private,school
Salt and Light Academy,5054 Hwy 24,Newport,NC,99999,(910) 367-2497,34.7028,-77.0241,Salt and Light Academy,private,school
Thales Academy,1201 Granite Falls Blvd,Rolesville,NC,27571,(919) 435-2715,35.9181,-78.4713,Thales Academy,private,school
Timbersong Academy,531 Upper Flat Creek Rd,Weaverville,NC,28787,(800) 264-8709,35.7478,-82.5079,Timbersong Academy,private,school
Triangle Collaborative School,"4000 Bearcat Way, Suite 104",Morrisville,NC,27560,(919) 234-0931,35.8279,-78.8211,Triangle Collaborative School,private,school
Dakota Memorial School- Bismarck,1227 N 35th St,Bismarck,ND,58501,(701) 221-5310,46.8178,-100.738,Dakota Memorial School- Bismarck,private,school
Loccse Academy,1025 N 2nd St,Bismarck,ND,58501,(701) 223-4114,46.815,-100.788,Loccse Academy,private,school
Calvary Academy- the,11970 Kenn Rd,Cincinnati,OH,45240,(513) 674-9600,39.2986,-84.5011,Calvary Academy- the,private,school
Christ'S Church Christian Academy,1440 Ridge Rd NE,Lancaster,OH,43130,(740) 687-0254,39.7397,-82.5704,Christ'S Church Christian Academy,private,school
Christian Life Academy,8877 Avon Belden Rd,North Ridgeville,OH,44039,(440) 353-0758,41.3641,-82.0184,Christian Life Academy,private,school
Community Christian Academy,303 W 4th St,Genoa,OH,43430,(419) 855-4187,41.5148,-83.3622,Community Christian Academy,private,school
Cristo Rey Columbus High School,400 E Town St,Columbus,OH,43215,(614) 223-9261,39.9605,-82.989,Cristo Rey Columbus High School,private,school
Faith Christian Academy,511 W Main St,Wilmot,OH,44689,(330) 359-6215,40.6575,-81.6347,Faith Christian Academy,private,school
Gospel Baptist School,6235 Clingan Rd,Poland,OH,44514,(330) 757-0736,41.0275,-80.5908,Gospel Baptist School,private,school
Harvest Temple Christian Academy,1022 S Main St,Clyde,OH,43410,(419) 547-8251,41.2947,-82.9749,Harvest Temple Christian Academy,private,school
Heritage Christian School,29541 E. Belpre Pike Rd.,Coolville,OH,45723,(740) 667-3149,39.2318,-81.7347,Heritage Christian School,private,school
Heritage Private School Inc.,9060 Yoder Rd,Sterling,OH,44276,(330) 669-2900,40.9097,-81.8105,Heritage Private School Inc.,private,school
Holy Family Catholic Education Assoc.,4890 Rialto Rd,West Chester,OH,45069,(513) 645-4216,39.3241,-84.4617,Holy Family Catholic Education Assoc.,private,school
Lima Christian School,2435 N Cole St,Lima,OH,45801,(419) 229-4547,40.7719,-84.1282,Lima Christian School,private,school
Lyceum- the,1545 South Green Rd.,South Euclid,OH,44121,(216) 707-1121,41.5181,-81.5184,Lyceum- the,private,school
Main Street Schoolhouse- Inc,200 N F St.,Hamilton,OH,45013,(513) 868-0999,39.4094,-84.5701,Main Street Schoolhouse- Inc,private,school
Mosdos Ohr Hatorah Girls' Division,1700 S Taylor Rd,Cleveland Heights,OH,44118,(216) 382-6248,41.513,-81.5562,Mosdos Ohr Hatorah Girls' Division,private,school
Mt. Hope Christian Academy,9200 Strimple Rd,Harrison,OH,45030,(513) 367-0450,39.2474,-84.7235,Mt. Hope Christian Academy,private,school
Northside Christian School,8921 N Dixie Dr,Dayton,OH,45414,(937) 612-2490,39.8607,-84.1994,Northside Christian School,private,school
Ora Et Labora Academy,539 Woodview Dr,Chillicothe,OH,45601,(740) 775-6205,39.4372,-83.0182,Ora Et Labora Academy,private,school
Paint Creek Academy,1071 Tong Hollow Rd,Bainbridge,OH,45612,(740) 634-3094,39.2418,-83.2532,Paint Creek Academy,private,school
Pilgrim Christian School,2100 W Breese Rd,Lima,OH,45806,(419) 224-4333,40.6867,-84.144,Pilgrim Christian School,private,school
Piqua Christian School,830 Covington Avenue,Piqua,OH,45356,(937) 773-8627,40.1455,-84.254,Piqua Christian School,private,school
Shekinah Christian School,10040 Lafayette Plain City Rd,Plain City,OH,43064,(614) 873-3130,40.0882,-83.312,Shekinah Christian School,private,school
St Peregrine Academy,3086 W Streetsboro Rd,Richfield,OH,44286,(330) 659-6242,41.2428,-81.6019,St Peregrine Academy,private,school
Stonewall Academy,6118 E New Market Rd,Hillsboro,OH,45133,(937) 402-4066,39.133,-83.6582,Stonewall Academy,private,school
The Center for Autism & Dyslexia,7430 Timberstone Dr.,Findlay,OH,45840,(567) 525-4487,41.0605,-83.596,The Center for Autism & Dyslexia,private,school
Tipp City Christian School,445 W Evanston Rd,Tipp City,OH,45371,(937) 667-9167,39.9447,-84.2084,Tipp City Christian School,private,school
Truth Christian School,38050 State Route 683,Hamden,OH,45634,(740) 384-5227,39.1714,-82.5257,Truth Christian School,private,school
Valor Academy,124c Cleveland Rd,Norwalk,OH,44857,(419) 660-0533,41.2479,-82.5971,Valor Academy,private,school
Hope Harbor Children'S Home and Family Ministries,15025 E 380 Rd,Claremore,OK,74018,(918) 343-0003,36.467,-95.5607,Hope Harbor Children'S Home and Family Ministries,private,school
Muskogee Seventh-Day Adventist Christian Academy,170 N Country Club Rd,Muskogee,OK,74403,(918) 682-5602,35.7425,-95.3227,Muskogee Seventh-Day Adventist Christian Academy,private,school
Ombudsman Educational Services - Warr Acres,4361 NW 50th St,Warr Acres,OK,73112,(405) 470-1109,35.5223,-97.5984,Ombudsman Educational Services - Warr Acres,private,school
Rejoice Christian School,12200 E 86th St N,Owasso,OK,74055,(918) 516-0050,36.278,-95.8374,Rejoice Christian School,private,school
Bridgeway House,37770 Upper Camp Creek Rd,Springfield,OR,97478,(541) 345-0805,44.082,-122.871,Bridgeway House,private,school
Family Christian School,PO Box 1243,Dallas,OR,97338,(503) 507-5039,44.9187,-123.318,Family Christian School,private,school
Looking Glass Riverfront School & Career Center,1666 W 12th Ave,Eugene,OR,97402,(541) 302-2554,44.0463,-123.117,Looking Glass Riverfront School & Career Center,private,school
Northwest Youth Corps Outdoor School,2621 Augusta St,Eugene,OR,97403,(541) 349-5055,44.032,-123.05,Northwest Youth Corps Outdoor School,private,school
Oregon Challenge High School,23861 Dodds Rd,Bend,OR,97701,(541) 317-9623,44.0258,-121.128,Oregon Challenge High School,private,school
Spring Mountain Christian Academy,12152 SE Mather Rd,Clackamas,OR,97015,(503) 454-0319,45.4244,-122.539,Spring Mountain Christian Academy,private,school
Sterling West - Portland Campus,12204 SE Fuller Rd,Milwaukie,OR,97222,(503) 653-9487,45.4345,-122.586,Sterling West - Portland Campus,private,school
Abundant Life Academy,10 N Fremont Avenue,Bellevue,PA,15202,(412) 761-0333,40.4945,-80.052,Abundant Life Academy,private,school
Al Mosheh Postive Ed,3972 Cambridge Ave,Philadelphia,PA,19134,(215) 765-6462,39.9849,-75.1657,Al Mosheh Postive Ed,private,school
Ashville Parochial School,Ashville Rd.,Nottingham,PA,19362,,39.7953,-76.0518,Ashville Parochial School,private,school
Berks Catholic High School,955 E Wyomissing Blvd,Reading,PA,19611,(610) 374-8361,40.324,-75.9447,Berks Catholic High School,private,school
Bnos Yisroel Girls High School,620 Monroe Ave,Scranton,PA,18510,(570) 558-1370,41.41,-75.653,Bnos Yisroel Girls High School,private,school
Calvary Baptist Academy,11394 Route 286 Hwy E,Clymer,PA,15728,(724) 254-9411,40.699,-78.9881,Calvary Baptist Academy,private,school
Calvary Christian Academy,1225 Robert Fulton Hwy,Quarryville,PA,17566,(717) 786-1989,39.8505,-76.1568,Calvary Christian Academy,private,school
Cherri Knoll School,197 Stoney Ln,Nottingham,PA,19362,,39.7221,-76.0131,Cherri Knoll School,private,school
Community Council Learning Academy,4224 N Front St,Philadelphia,PA,19140,(215) 456-0460,40.0141,-75.126,Community Council Learning Academy,private,school
Country Hillside School,435 Jackson School Rd,Oxford,PA,19363,,39.8184,-76.0001,Country Hillside School,private,school
Cussewago Mennonite School,23761 N Mosiertown Rd,Saegertown,PA,16433,(814) 763-1150,41.802,-80.2216,Cussewago Mennonite School,private,school
Dayspring Christian Academy,120 College Ave Ste 106,Mountville,PA,17554,(717) 285-2000,40.0424,-76.4266,Dayspring Christian Academy,private,school
Devereux Foundation - Pennsylvania,444 Devereux Dr,Villanova,PA,19085,(610) 873-4918,40.046,-75.3342,Devereux Foundation - Pennsylvania,private,school
Erie Catholic Preparatory School,2403 W 8th St,Erie,PA,16505,(814) 838-2061,42.1078,-80.1367,Erie Catholic Preparatory School,private,school
Evergreen View,305 Pusey Mill Rd,Cochranville,PA,19330,,39.8349,-75.9143,Evergreen View,private,school
Faith Christian School Site 2,122 Dante St.,Roseto,PA,18013,(610) 588-3414,40.8788,-75.2163,Faith Christian School Site 2,private,school
Gregory the Great Academy,3333 Evergreen Ln,Canadensis,PA,18504,(571) 295-6244,41.1331,-75.303,Gregory the Great Academy,private,school
Hillcrest Christian Academy,2500 Bethel Church Rd,Bethel Park,PA,15102,(412) 854-4040,40.3441,-80.0335,Hillcrest Christian Academy,private,school
Hilltop Christian Academy,280 Stone Church Rd,Hunker,PA,15639,(724) 925-7100,40.221,-79.5765,Hilltop Christian Academy,private,school
Hogan Learning Academy Llc,73 Lyons Rd,Fleetwood,PA,19522,(484) 200-5900,40.4577,-75.7497,Hogan Learning Academy Llc,private,school
Holy Family Academy,8235 Ohio River Blvd,Pittsburgh,PA,15202,(412) 307-0230,40.5105,-80.1,Holy Family Academy,private,school
Holy Family Institute Educational Program,227 Bonvue St,Pittsburgh,PA,15214,,40.4896,-80.0131,Holy Family Institute Educational Program,private,school
Honey Brook Christian Academy,210 Cupola Road,Honey Brook,PA,19344,(717) 808-4606,40.0837,-75.853,Honey Brook Christian Academy,private,school
I S Kosloff Torah Academy High School for Girls,50 Montgomery Ave,Bala Cynwyd,PA,19004,(610) 660-5010,40.0055,-75.2355,I S Kosloff Torah Academy High School for Girls,private,school
Independent Holiness Academy,3036 Buck Rd,Harrisonville,PA,17228,(301) 573-1053,39.9996,-78.0574,Independent Holiness Academy,private,school
Individual Assessment Manager Resource Academy,7035 Woodland Ave,Philadelphia,PA,19142,(215) 729-0374,39.9199,-75.2429,Individual Assessment Manager Resource Academy,private,school
Laurel Run Amish School,160 Billyville Rd,Mifflintown,PA,17059,,40.6176,-77.3295,Laurel Run Amish School,private,school
Liberty Baptist Academy,5 E Oak Ln,Glenolden,PA,19036,(610) 522-2001,39.9026,-75.2822,Liberty Baptist Academy,private,school
Lighthouse Christian School,4200 Broad Ave,Altoona,PA,16601,(814) 944-8600,40.4849,-78.4238,Lighthouse Christian School,private,school
Lighthouse Christian School,5005 Carlisle Rd,Dover,PA,17315,(717) 881-1911,40.0113,-76.86,Lighthouse Christian School,private,school
Milagre Kids School,224 Milmont Ave,Folsom,PA,19033,(610) 485-4001,39.8818,-75.3361,Milagre Kids School,private,school
New Story,460 Jeffers St,Du Bois,PA,15801,,41.1211,-78.7531,New Story,private,school
New Story,297 Route 204,Selinsgrove,PA,17870,(570) 884-3615,40.8133,-76.8694,New Story,private,school
New Vista,493 S Highland St,Du Bois,PA,15801,(814) 371-3580,41.1091,-78.7592,New Vista,private,school
Nhs School,109 Owens View Ave,Apollo,PA,15613,(724) 478-2223,40.5826,-79.5559,Nhs School,private,school
Nhs School -- Warrington,40 Valley Rd,Warrington,PA,18976,(215) 293-9092,40.2114,-75.1378,Nhs School -- Warrington,private,school
Nhs School Latrobe,224 Saint Cecilia Rd,Latrobe,PA,15650,(724) 424-9185,40.2582,-79.4061,Nhs School Latrobe,private,school
Pressley Ridge Career Development Center,1450 Ingham St,Pittsburgh,PA,15212,(412) 321-6995,40.4662,-80.0302,Pressley Ridge Career Development Center,private,school
River Rock Academy,41 S Locust St,Shiremanstown,PA,17011,(717) 763-1405,40.2227,-76.9524,River Rock Academy,private,school
River Rock Academy,2144 Weavertown Rd,Douglassville,PA,19518,(610) 919-0140,40.2984,-75.7352,River Rock Academy,private,school
River Rock Academy,810 Brownsville Road,Sinking Spring,PA,19608,(717) 751-5975,40.3609,-76.0439,River Rock Academy,private,school
River Rock Academy Inc,149 E College Ave,Spring Grove,PA,17362,(717) 225-1430,39.8762,-76.8637,River Rock Academy Inc,private,school
River Rock Academy- Inc.,399 Roxbury Rd,Newville,PA,17241,(717) 776-3759,40.2138,-77.4731,River Rock Academy- Inc.,private,school
Riverview School,77 Oriental Road,Liverpool,PA,17045,(717) 444-0061,40.6531,-76.9351,Riverview School,private,school
Rose Valley School,Hamilton Rd.,Marion Center,PA,15759,,40.7986,-79.1215,Rose Valley School,private,school
Ross Road School,113 Ross Road C/o Laura Miller,Curwensville,PA,16833,,40.8691,-78.6177,Ross Road School,private,school
Hickory Grove School,End of Ln Past 67 Huey St,Allensville,PA,17002,,40.5423,-77.826,Hickory Grove School,private,school
