field_organization_name,field_address_1,field_city,field_state,Zip,field_phone,field_latitude,field_longitude,title,field_school_type,field_type
Able Academy,5860 Golden Gate Pkwy,Naples,FL,34116,(239) 352-7600,26.1734,-81.7247,Able Academy,private,school
Academy for Autism,11 E Lancaster Rd,Orlando,FL,32809,(407) 852-9922,28.466,-81.3754,Academy for Autism,private,school
Adventure Christian Academy,3800 State Road 19,Tavares,FL,32778,(352) 742-4543,28.7681,-81.7532,Adventure Christian Academy,private,school
Arlington Academy of Miami Llc,4814 NW 167th St,Hialeah,FL,33014,(305) 624-5656,25.9249,-80.2804,Arlington Academy of Miami Llc,private,school
Broach School South,11915 Beach Blvd Ste 101,Jacksonville,FL,32246,(904) 674-0900,30.2879,-81.5036,Broach School South,private,school
Carpe Diem Academia Palmetto Bay,11025 SW 84th St Ste 8,Miami,FL,33173,(305) 971-1230,25.6906,-80.372,Carpe Diem Academia Palmetto Bay,private,school
Center Academy,4700 Riverside Dr Ste 100,Coral Springs,FL,33067,(954) 575-1231,26.2879,-80.2348,Center Academy,private,school
Center Academy - Orange Park,2171 Kingsley Ave,Orange Park,FL,32073,(904) 276-3552,30.1651,-81.7428,Center Academy - Orange Park,private,school
Champion Preparatory Academy,1935 S Orange Blossom Trl,Apopka,FL,32703,(407) 788-0018,28.6488,-81.464,Champion Preparatory Academy,private,school
Center of Life Academy,4850 NW 17th Ave,Miami,FL,33142,(305) 571-9191,25.8196,-80.2247,Center of Life Academy,private,school
Christ Centered Academics,277 Indian Point Cir,Kissimmee,FL,34746,(407) 709-5471,28.2887,-81.4699,Christ Centered Academics,private,school
Christ Classical Academy,1983 Mahan Dr,Tallahassee,FL,32308,(850) 656-2373,30.4515,-84.2483,Christ Classical Academy,private,school
St James Christian Academy,"4100 Okeechobee Rd, Suites C & D",Fort Pierce,FL,34947,(772) 252-4862,27.4281,-80.3678,St James Christian Academy,private,school
Classical Christian School for the Arts,4981 78th Ave N,Pinellas Park,FL,33781,(727) 547-6820,27.8438,-82.7016,Classical Christian School for the Arts,private,school
Community Christian School of Five Oaks,7900 22nd Ave N,St. Petersburg,FL,33710,(727) 954-8856,27.792,-82.7482,Community Christian School of Five Oaks,private,school
Conservatory Prep School,5850 S Pine Island Rd,Davie,FL,33328,(954) 680-5808,26.0471,-80.2586,Conservatory Prep School,private,school
Covenant Community School,2019 SW Main Blvd,Lake City,FL,32025,(386) 755-3636,30.1616,-82.6417,Covenant Community School,private,school
Crossroads School- Lakeland,615 Old Polk City Rd,Lakeland,FL,33809,(863) 859-0848,28.1316,-81.9373,Crossroads School- Lakeland,private,school
Divine Academy,3347 N University Dr,Hollywood,FL,33024,(954) 499-4638,26.0393,-80.2476,Divine Academy,private,school
East Hill Christian School,1301 E Gonzalez St,Pensacola,FL,32501,(850) 438-4476,30.4265,-87.201,East Hill Christian School,private,school
Esther'S School,6565 78th Ave N,Pinellas Park,FL,33781,(727) 544-4700,27.8437,-82.7271,Esther'S School,private,school
Edc Academy of Excellence,991 NW 54th St,Miami,FL,33127,(305) 758-9910,25.8251,-80.212,Edc Academy of Excellence,private,school
Forest Grove Christian Academy,22575 NW 94th Ave,Alachua,FL,32615,(386) 462-3921,29.7414,-82.5814,Forest Grove Christian Academy,private,school
Friendship Christian Academy,6522 N 43rd St,Tampa,FL,33610,(813) 932-8767,28.0091,-82.4107,Friendship Christian Academy,private,school
Golden Rule Academy,3891 Edwards Rd,Fort Pierce,FL,34981,(772) 464-1597,27.4065,-80.3632,Golden Rule Academy,private,school
Hampden Dubose Academy,3700 Dohnavur Dr.,Zellwood,FL,32798,(407) 880-4321,28.7508,-81.6079,Hampden Dubose Academy,private,school
Hillcrest Academy,2009 President St,Palatka,FL,32177,(386) 328-6514,29.6413,-81.6503,Hillcrest Academy,private,school
Hope Academy,1100 Old Dixie Hwy,Homestead,FL,33030,(786) 243-3390,25.4814,-80.4664,Hope Academy,private,school
Island Christian School,83250 Overseas Hwy,Islamorada,FL,33036,(305) 664-4933,24.9333,-80.6187,Island Christian School,private,school
Kaleidoscope School of Discovery,2420 Jenks Ave Bldg C4,Panama City,FL,32405,(850) 785-7157,30.1916,-85.6623,Kaleidoscope School of Discovery,private,school
Lighthouse Christian School Westside,6800 W 5th St,Jacksonville,FL,32254,(904) 854-4599,30.3421,-81.7593,Lighthouse Christian School Westside,private,school
A Lighthouse Christian Academy,1590 N Jefferson Hwy,Monticello,FL,32344,(850) 997-6048,30.5628,-83.869,A Lighthouse Christian Academy,private,school
Leaders Preparatory School,1021 N Goldenrod Rd,Orlando,FL,32807,(407) 382-9900,28.5577,-81.2834,Leaders Preparatory School,private,school
New Testament Christian School,2558 E Us Highway 90,Madison,FL,32340,(850) 973-3877,30.4676,-83.3742,New Testament Christian School,private,school
Old Plank Christian Academy,8964 Old Plank Rd,Jacksonville,FL,32220,(904) 783-4888,30.3298,-81.8036,Old Plank Christian Academy,private,school
Safe Harbor Academy,4772 Safe Harbor Way,Jacksonville,FL,32226,(904) 757-7918,30.4128,-81.5449,Safe Harbor Academy,private,school
Sharon School of Excellence,6741 Pembroke Rd,Pembroke Pines,FL,33023,(954) 391-6080,25.9958,-80.2224,Sharon School of Excellence,private,school
South Walton Montessori Academy,101 Eden Gardens Rd,Santa Rosa Beach,FL,32459,(850) 231-5955,30.3704,-86.1171,South Walton Montessori Academy,private,school
Temple Christian School,18841 State Road 31,North Fort Myers,FL,33917,(239) 543-3222,26.7373,-81.7621,Temple Christian School,private,school
The Life Academy of Excellence,107 Wymore Road,Eatonville,FL,32751,(407) 622-1330,28.6198,-81.3856,The Life Academy of Excellence,private,school
The Paideia School of Tampa Bay,7834 N 56th St,Tampa,FL,33617,(813) 988-7700,28.0185,-82.3953,The Paideia School of Tampa Bay,private,school
Abc Montessori Academy for the Brilliant Child,483 Walker Dr,Mcdonough,GA,30253,(770) 957-9998,33.3796,-84.1944,Abc Montessori Academy for the Brilliant Child,private,school
Academe of the Oaks,146 New St,Decatur,GA,30030,(404) 405-2173,33.7717,-84.284,Academe of the Oaks,private,school
Barnes Academy,154 Hart Service Rd,Hartwell,GA,30643,(706) 377-3856,34.3437,-82.8893,Barnes Academy,private,school
Gerard Prepatory School,263 Jackson St,Lawrenceville,GA,30046,(770) 277-4722,33.9532,-83.9831,Gerard Prepatory School,private,school
City of Knowledge Islamic School,4255 Lawrenceville Hwy NW,Lilburn,GA,30047,(770) 638-1899,33.9034,-84.1233,City of Knowledge Islamic School,private,school
Faith Christian Academy,189 Hyden Tyler Rd.,Chatsworth,GA,30705,(706) 422-9322,34.7884,-84.7636,Faith Christian Academy,private,school
Grace Baptist Christian School,5790 Powder Springs Dallas Rd,Hiram,GA,30141,(770) 222-8955,33.8785,-84.7169,Grace Baptist Christian School,private,school
Living Word Christian Academy,185 Tunis Rd,Mcdonough,GA,30253,(770) 954-0797,33.4867,-84.2082,Living Word Christian Academy,private,school
Mt Vernon Christian Academy,1802 N Railroad Ave,Mount Vernon,GA,30445,(912) 583-4986,32.2004,-82.596,Mt Vernon Christian Academy,private,school
Notre Dame Academy,4635 River Green Pkwy,Duluth,GA,30096,(678) 387-9385,34.0155,-84.1744,Notre Dame Academy,private,school
Providence Classical Christian School,252 Byrd Rd,Oxford,GA,30054,(770) 788-6618,33.6607,-83.8677,Providence Classical Christian School,private,school
St Nicholas Orthodox Academy,543 Cherokee Ave SE,Atlanta,GA,30312,(404) 584-6088,33.7398,-84.374,St Nicholas Orthodox Academy,private,school
Savannah Adventist Christian School,50 Godley Way,Pooler,GA,31322,(912) 748-5977,32.153,-81.2449,Savannah Adventist Christian School,private,school
Social Circle Christian School at Fbc,195 N. Cherokee Rd.,Social Circle,GA,30025,(770) 464-4039,33.6574,-83.7179,Social Circle Christian School at Fbc,private,school
Special Needs School of Gwinnett,660 Davis Rd,Lawrenceville,GA,30046,(678) 442-6262,33.9308,-83.9822,Special Needs School of Gwinnett,private,school
The Lionheart School,225 Roswell St,Alpharetta,GA,30009,(770) 772-4555,34.0701,-84.3018,The Lionheart School,private,school
Wildwood Christian Academy,695 Whitley Rd S,Marble Hill,GA,30148,(770) 893-3300,34.4223,-84.2778,Wildwood Christian Academy,private,school
Akaula School,100 Kalae Highway,Kualapuu,HI,96757,(808) 567-6980,21.1505,-157.039,Akaula School,private,school
Ho'Omana Hou School,210 Kolapa Pl,Kaunakakai,HI,96748,(808) 553-3244,21.0841,-157.01,Ho'Omana Hou School,private,school
Honolulu Waldorf School,5257 Kalanianaole Hwy,Honolulu,HI,96821,(808) 735-9311,21.2775,-157.752,Honolulu Waldorf School,private,school
Maui Preparatory Academy,4910 Honoapiilani St.,"Lahaina,",HI,96761,(808) 665-9966,20.9827,-156.669,Maui Preparatory Academy,private,school
Boulder Creek Academy,378 Emerson Ln,Bonners Ferry,ID,83805,(208) 267-7522,48.6655,-116.234,Boulder Creek Academy,private,school
Allendale-Stepping Stone West,1055 Lake Ave,Woodstock,IL,60098,(815) 206-5725,42.3026,-88.4302,Allendale-Stepping Stone West,private,school
Clare Woods Academy,125 E Seminary Ave,Wheaton,IL,60187,(630) 289-4221,41.8676,-88.1059,Clare Woods Academy,private,school
College Preparatory School of America,331 W Madison St,Lombard,IL,60148,(630) 889-8000,41.8741,-88.0253,College Preparatory School of America,private,school
Cornerstone Christian Academy of Mclean County,22017 N 1200 East Rd.,Bloomington,IL,61705,(309) 662-9900,40.4564,-88.8423,Cornerstone Christian Academy of Mclean County,private,school
Faith Lutheran High School,174 S McHenry Ave,Crystal Lake,IL,60014,(815) 479-9305,42.2365,-88.3294,Faith Lutheran High School,private,school
Harvest Christian Academy,1000 N Randall Rd,Elgin,IL,60123,(847) 214-3500,42.0557,-88.3426,Harvest Christian Academy,private,school
Living Hope Fellowship Christian School,344 State Highway 169,Karnak,IL,62956,(618) 634-2541,37.287,-89.0179,Living Hope Fellowship Christian School,private,school
Quad Cities Christian School,4000 11th St,Moline,IL,61265,(309) 762-3800,41.4702,-90.5194,Quad Cities Christian School,private,school
Salem4youth,15161 N 400 East Rd,Flanagan,IL,61740,(815) 796-4561,40.8456,-88.8563,Salem4youth,private,school
Trinity Oaks Christian Academy,233 Trinity Oaks Way,Cary,IL,60013,(847) 462-5971,42.2149,-88.2322,Trinity Oaks Christian Academy,private,school
St Theodore Guerin High School,15300 N Gray Rd,Noblesville,IN,46062,(317) 582-0120,40.0096,-86.086,St Theodore Guerin High School,private,school
Calumet Christian School,826 N. Harvey St.,Griffith,IN,46319,(219) 922-8428,41.5363,-87.4307,Calumet Christian School,private,school
Eman Schools,11965 Allisonville Rd,Fishers,IN,46038,(317) 845-9466,39.9615,-86.0374,Eman Schools,private,school
Park Tudor School,7200 N College Ave,Indianapolis,IN,46240,(317) 415-2700,39.8857,-86.1483,Park Tudor School,private,school
Providence Cristo Rey High School,75 N Belleview Pl,Indianapolis,IN,46222,(317) 860-1000,39.7676,-86.2025,Providence Cristo Rey High School,private,school
Maur Hill - Mount Academy,1000 Green St,Atchison,KS,66002,(913) 367-5482,39.5457,-95.1268,Maur Hill - Mount Academy,private,school
St James Academy,24505 Prairie Star Pkwy,Lenexa,KS,66227,(913) 254-4200,38.9575,-94.87,St James Academy,private,school
Life Preparatory Academy,3841 N Meridian Ave,Wichita,KS,67204,(316) 838-1243,37.7526,-97.3719,Life Preparatory Academy,private,school
Muslim Academy,440 Realty Dr,Gretna,LA,70056,(504) 433-1960,29.8794,-90.0297,Muslim Academy,private,school
Notre Dame High School,910 N Eastern Ave,Crowley,LA,70526,(337) 783-3519,30.2218,-92.3675,Notre Dame High School,private,school
Providence Classical Academy,4525 Old Brownlee Rd,Bossier City,LA,71111,(318) 820-9465,32.5852,-93.7213,Providence Classical Academy,private,school
Riverdale Christian Academy,2791 Oneal Ln,Baton Rouge,LA,70816,(225) 753-6722,30.4287,-91.0062,Riverdale Christian Academy,private,school
Sacred Heart High School,114 Trojan Ln,Ville Platte,LA,70586,(337) 363-1475,30.6848,-92.2692,Sacred Heart High School,private,school
Union Christian Academy,110 W Hill St,Farmerville,LA,71241,(318) 368-8890,32.7705,-92.4072,Union Christian Academy,private,school
Shepherds River Mennonite School,251 Old County Rd,Brownfield,ME,4010,(207) 935-1520,43.9193,-70.9467,Shepherds River Mennonite School,private,school
Compass Point Academy,412 State Road,West Bath,ME,4530,(207) 443-1300,43.9101,-69.8669,Compass Point Academy,private,school
Highview Christian Academy,739 Main Rd,Charleston,ME,4422,(207) 285-7978,45.0363,-69.0327,Highview Christian Academy,private,school
Calvary Baptist School,7321 Manchester Rd,Baltimore,MD,21222,(410) 285-2193,39.2839,-76.5158,Calvary Baptist School,private,school
Amego,33 Perry Ave,Attleboro,MA,2703,(508) 455-6262,41.9499,-71.2726,Amego,private,school
Calvary Chapel Academy,175 Market St,Rockland,MA,2370,(781) 871-1043,42.122,-70.9143,Calvary Chapel Academy,private,school
Cns/Pathways Academy,115 Mill St,Belmont,MA,2478,(617) 855-2847,42.3945,-71.1944,Cns/Pathways Academy,private,school
May Center School for Autism and Developmental Dis,10r Commerce Way,Woburn,MA,1801,(781) 932-3565,42.5066,-71.1367,May Center School for Autism and Developmental Dis,private,school
Meridian Academy,54 Brookside Ave,Jamaica Plain,MA,2130,(617) 277-1118,42.313,-71.1033,Meridian Academy,private,school
St John Paul,120 High School Rd,Hyannis,MA,2601,(508) 862-6336,41.6488,-70.2851,St John Paul,private,school
Rcs Learning Center,6 Strathmore Rd,Natick,MA,1760,(508) 650-5940,42.2959,-71.3891,Rcs Learning Center,private,school
Center School,1913 Northampton St,Holyoke,MA,1040,(413) 533-9500,42.197,-72.6317,Center School,private,school
Swansea Wood School,789 Stevens Rd,Swansea,MA,2777,(508) 672-6560,41.7487,-71.1871,Swansea Wood School,private,school
Walden Street School,160 Walden St,Concord,MA,1742,(978) 369-7611,42.457,-71.3461,Walden Street School,private,school
Academy of the Sacred Heart,1250 Kensington Rd,Bloomfield Hills,MI,48304,(248) 646-8900,42.5805,-83.224,Academy of the Sacred Heart,private,school
Roeper School,1051 Oakland Ave,Birmingham,MI,48009,(248) 203-7405,42.55,-83.2066,Roeper School,private,school
Calvin Christian High School,755 73rd Ave NE,Fridley,MN,55432,(763) 531-1732,45.1013,-93.2526,Calvin Christian High School,private,school
Fourth Baptist Christian School,900 Forestview Ln N,Plymouth,MN,55441,(763) 417-8240,44.9876,-93.4275,Fourth Baptist Christian School,private,school
St Paul Academy - Summit School,1712 Randolph Ave,St. Paul,MN,55105,(651) 698-2451,44.9252,-93.1744,St Paul Academy - Summit School,private,school
St Aloysius High School-Vicksburg Catholic School,1900 Grove St,Vicksburg,MS,39183,(601) 636-2256,32.3501,-90.8672,St Aloysius High School-Vicksburg Catholic School,private,school
Victory Chrisitian Academy,116 N Denton Rd,New Albany,MS,38652,(662) 534-9013,34.503,-89.0256,Victory Chrisitian Academy,private,school
Barat Academy,17815 Wild Horse Creek Rd,Chesterfield,MO,63005,(636) 300-5500,38.6544,-90.6436,Barat Academy,private,school
Berean Christian Academy,10385 Hwy 60,Monett,MO,65708,(417) 236-9088,36.9109,-93.8767,Berean Christian Academy,private,school
Calvary Lutheran High School,2525 Route B,Jefferson City,MO,65101,(573) 638-0228,38.5329,-92.1808,Calvary Lutheran High School,private,school
Cristo Rey Kansas City,211 W Linwood Blvd,Kansas City,MO,64111,(816) 457-6044,39.0672,-94.5889,Cristo Rey Kansas City,private,school
Dept of Special Education,4445 Lindell Blvd,St. Louis,MO,63108,(314) 792-7327,38.6425,-90.2561,Dept of Special Education,private,school
Liberty Christian Academy,402 N Service Rd,Wright City,MO,63390,(636) 745-0388,38.8292,-91.0373,Liberty Christian Academy,private,school
Park Avenue Christian School,2850 N Park Ave,Springfield,MO,65803,(417) 865-9875,37.2493,-93.3185,Park Avenue Christian School,private,school
The Summit,2155 W Chesterfield Blvd,Springfield,MO,65807,(417) 869-8077,37.1456,-93.3225,The Summit,private,school
Turning Winds Academic Institute,31733 S Fork Yaak Rd,Troy,MT,59935,(406) 295-5400,48.7818,-115.662,Turning Winds Academic Institute,private,school
Heartland School,5731 S 108th St,Omaha,NE,68137,(402) 393-0345,41.2025,-96.0809,Heartland School,private,school
Easter Seals Lancaster School,525 Prospect St,Lancaster,NH,3584,(603) 788-0991,44.4243,-71.5961,Easter Seals Lancaster School,private,school
Granite Hill School,135 Elm Street,Newport,NH,3773,(603) 863-0697,43.3597,-72.1845,Granite Hill School,private,school
Oliverian School,28 Becket Dr,Pike,NH,3780,(603) 989-5100,44.0285,-71.9749,Oliverian School,private,school
Seacoast Learning Collaborative,87 Route 27,Brentwood,NH,3833,(603) 679-2021,43.0168,-71.0238,Seacoast Learning Collaborative,private,school
The Birchtree Center,2064 Woodbury Ave Ste 204,Newington,NH,3801,(603) 433-4192,43.096,-70.8016,The Birchtree Center,private,school
Waterville Valley Academy,88 Boulder Path Rd.,Waterville Valley,NH,3215,(603) 236-4246,43.9592,-71.5088,Waterville Valley Academy,private,school
Alif Muhammad'S Nia School,1142 Broad St,Newark,NJ,7114,(973) 242-6610,40.7224,-74.1795,Alif Muhammad'S Nia School,private,school
Bancroft School at Voormees Pediatric Facility,1304 Laurel Oak Rd,Voorhees,NJ,8043,(856) 566-0636,39.8512,-74.9696,Bancroft School at Voormees Pediatric Facility,private,school
Calvary Christian School,123 White Oak Ln,Old Bridge,NJ,8857,(732) 479-0700,40.4066,-74.3192,Calvary Christian School,private,school
Collier School,160 Conover Rd,Wickatunk,NJ,7765,(732) 946-4771,40.3644,-74.2331,Collier School,private,school
Cornerstone Day School,1101 Bristol Rd Ste 1,Mountainside,NJ,7092,(908) 543-0220,40.6842,-74.3421,Cornerstone Day School,private,school
Families United Network Academy,1790 State Highway 50,Tuckahoe,NJ,8250,(609) 390-9499,39.2783,-74.7489,Families United Network Academy,private,school
Harbor Baptist Academy,2131 Marne Hwy,Hainesport,NJ,8036,(609) 267-4637,39.9834,-74.8426,Harbor Baptist Academy,private,school
Purnell School,51 Pottersville Road,Pottersville,NJ,7979,(908) 439-4006,40.7157,-74.7176,Purnell School,private,school
Reed Academy,25 Potash Rd,Oakland,NJ,7436,(201) 644-0760,41.0112,-74.2386,Reed Academy,private,school
The Bridge Academy,1958 Lawrence Rd,Lawrenceville,NJ,8648,(609) 894-0770,40.2751,-74.7316,The Bridge Academy,private,school
Voyager'S Community School,127 Yellowbrook Rd,Farmingdale,NJ,7727,(732) 842-1660,40.2125,-74.1974,Voyager'S Community School,private,school
Calvary Christian Academy,3001 Hwy. 90 South,Silver City,NM,88061,(575) 388-4478,32.7426,-108.294,Calvary Christian Academy,private,school
Good News Christian Academy,13735 Hwy. 64,Dulce.,NM,87528,(575) 759-1390,36.9394,-106.989,Good News Christian Academy,private,school
Open Bible Christian Academy,23 Road 6825,Waterflow,NM,87421,(505) 598-5019,36.7559,-108.454,Open Bible Christian Academy,private,school
Heschel School/Lower & Middle School,30 W End Ave,New York,NY,10023,(212) 595-7087,40.5809,-73.9539,Heschel School/Lower & Middle School,private,school
Al-Mamoor School,78-31 Parsons Blvd.,Fresh Meadows,NY,11366,(718) 380-7040,40.7215,-73.8092,Al-Mamoor School,private,school
Berkeley Carroll Elementary School,701 Carroll St,Brooklyn,NY,11215,(718) 534-6601,40.6743,-73.9777,Berkeley Carroll Elementary School,private,school
Genesee Christian Academy,3515 Galloway Rd,Batavia,NY,14020,(585) 344-1898,43.0336,-78.2484,Genesee Christian Academy,private,school
Hillside Children'S Center,4887 State Route 96a,Romulus,NY,14541,(315) 585-3394,42.7878,-76.8979,Hillside Children'S Center,private,school
Kulanu Academy,620 Central Avenue,Cedarhurst,NY,11516,(516) 569-3083,40.6246,-73.7208,Kulanu Academy,private,school
Yeshivat Mekor Chaim,2710 Avenue X,Brooklyn,NY,11235,(718) 332-0399,40.5934,-73.9431,Yeshivat Mekor Chaim,private,school
Mesivta Kesser Yisroel of Willowbrook,240 Woodward Ave,Staten Island,NY,10314,(718) 477-7720,40.6049,-74.1434,Mesivta Kesser Yisroel of Willowbrook,private,school
New Creation Fellowship Academy,3325 Genesee St,Cheektowaga,NY,14225,(716) 632-6084,42.9244,-78.764,New Creation Fellowship Academy,private,school
Ohr Halimud - the Multi Sensory Learning Center,1681 42nd St,Brooklyn,NY,11204,(718) 972-0170,40.6338,-73.9792,Ohr Halimud - the Multi Sensory Learning Center,private,school
Ridge School,86 Allen Rd,Salt Point,NY,12578,(845) 266-4283,41.8169,-73.7977,Ridge School,private,school
Soundview Preparatory School,370 Underhill Ave,Yorktown Heights,NY,10598,(914) 962-2780,41.2689,-73.7852,Soundview Preparatory School,private,school
The Ideal School of Manhattan,314 W 91st St,New York,NY,10024,(347) 836-6926,40.7922,-73.9765,The Ideal School of Manhattan,private,school
Yeshiva Yesode Hatorah,620 Bedford Ave,Brooklyn,NY,11249,(718) 802-1613,40.7026,-73.9597,Yeshiva Yesode Hatorah,private,school
Arborbrook Christian Academy,4823 Waxhaw Indian Trail Rd,Matthews,NC,28104,(704) 821-9952,35.0204,-80.6933,Arborbrook Christian Academy,private,school
Carolina Adventist Academy,3710 James B White Hwy S,Whiteville,NC,28472,(910) 640-0855,34.2939,-78.7314,Carolina Adventist Academy,private,school
Wolf Creek Academy,41 Beauty Spot Cove,Mars Hill,NC,28754,(828) 680-9173,35.941,-82.5285,Wolf Creek Academy,private,school
Mt Nebo Christian Academy,343 Dick Branch Rd,Robbinsville,NC,28771,(828) 479-8555,35.3115,-83.8866,Mt Nebo Christian Academy,private,school
Winston-Salem Street School,630 W 6th St # 101,Winston Salem,NC,27101,(336) 721-1110,36.1004,-80.2509,Winston-Salem Street School,private,school
Franklin Furnace Christian Academy,100 Seneak Ave.,Franklin Furnace,OH,45629,(740) 354-9301,38.6332,-82.8493,Franklin Furnace Christian Academy,private,school
Gilmour Academy,34001 Cedar Rd,Gates Mills,OH,44040,(440) 442-1104,41.5014,-81.4352,Gilmour Academy,private,school
Guiding Shepherd Christian School,220 S Main St,New Carlisle,OH,45344,(937) 845-3292,39.9354,-84.025,Guiding Shepherd Christian School,private,school
Heritage Christian School,2000 Broad Ave,Findlay,OH,45840,(419) 424-9511,41.0631,-83.6646,Heritage Christian School,private,school
Covenant Community Christian School,4621 Territory Lane,Stillwater,OK,74075,(405) 707-7444,36.138,-97.1217,Covenant Community Christian School,private,school
The Cross Christian Academy,36649 S 510 Rd,Eucha,OK,74342,(918) 435-8206,36.3926,-94.8814,The Cross Christian Academy,private,school
Bridges Academy,67030 Gist Rd,Bend,OR,97703,(541) 318-9345,44.2259,-121.469,Bridges Academy,private,school
J Bar J Learning Ctrs Sisters Academy Campus,62895 Hamby Rd,Bend,OR,97701,(541) 389-1409,44.0821,-121.246,J Bar J Learning Ctrs Sisters Academy Campus,private,school
"Laurelwood Academy, Inc.",37466 Jasper Lowell Rd,Jasper,OR,97438,(541) 726-8340,43.9757,-122.878,"Laurelwood Academy, Inc.",private,school
Mid-Coast Christian School,809a SE 2nd Street,Newport,OR,97365,(541) 272-5086,44.6354,-124.043,Mid-Coast Christian School,private,school
Mid-Valley Christian Academy,1483 N 16th St,Monmouth,OR,97361,(503) 838-2818,44.8633,-123.21,Mid-Valley Christian Academy,private,school
St Stephens Academy,7275 SW Hall Blvd,Beaverton,OR,97008,(503) 646-4617,45.4673,-122.805,St Stephens Academy,private,school
Blue Ridge Mennonite School,2514 Walnut Bottom Rd,Carlisle,PA,17015,(717) 249-0325,40.1238,-77.2994,Blue Ridge Mennonite School,private,school
Endless Mountains Christian Academy,135 W Tioga St,Tunkhannock,PA,18657,(570) 836-8612,41.5412,-75.9571,Endless Mountains Christian Academy,private,school
Harmony Ridge School,1516 Harmony Ridge Dr,Drumore,PA,17518,,39.79,-76.2392,Harmony Ridge School,private,school
Harrisburg Adventist School,424 N Progress Ave,Harrisburg,PA,17109,(717) 545-7300,40.2952,-76.8455,Harrisburg Adventist School,private,school
Hope Christian School of Hanover,6450 Hope Way,Hanover,PA,17331,(717) 633-1479,39.8063,-76.9191,Hope Christian School of Hanover,private,school
Muddy Creek Christian School,988 Beam Rd,Denver,PA,17517,(717) 445-8529,40.1786,-76.0585,Muddy Creek Christian School,private,school
Orchard Side School,693 Front Mountain Rd,Allensville,PA,17002,,40.5254,-77.8043,Orchard Side School,private,school
Shady Lane Parochial School,387 Springfield Road,Shippensburg,PA,17257,(717) 776-4902,40.1197,-77.4288,Shady Lane Parochial School,private,school
South Hill Amish School,3798 South Hill Rd,Wyalusing,PA,18853,,41.8351,-76.2206,South Hill Amish School,private,school
Islamic Academy of Columbia,2304 Kneece Rd,Columbia,SC,29223,(803) 462-9904,34.056,-80.9437,Islamic Academy of Columbia,private,school
Pine Grove,1500 Chestnut Rd,Elgin,SC,29045,(803) 438-3011,34.1885,-80.7821,Pine Grove,private,school
Bolivar Christian Academy,309 Edgewood St,Bolivar,TN,38008,(731) 658-4213,35.2594,-89.0027,Bolivar Christian Academy,private,school
Chattanooga Christian School,3354 Charger Dr,Chattanooga,TN,37409,(423) 265-6411,35.0142,-85.3222,Chattanooga Christian School,private,school
Compass,7900 Lowrance Rd,Memphis,TN,38125,(901) 758-2002,35.0362,-89.8008,Compass,private,school
Family Christian School,535 Denmark Jackson Rd,Denmark,TN,38391,(731) 300-3385,35.578,-88.9242,Family Christian School,private,school
Franklin Christian Academy,PO Box 157,Franklin,TN,37065,(615) 599-9229,35.9334,-86.9114,Franklin Christian Academy,private,school
Monroe County Christian Academy,1641 Cherohala Skwy,Tellico Plains,TN,37385,(423) 253-7723,35.3577,-84.2725,Monroe County Christian Academy,private,school
Achievers Center for Education,5084 Dezavla Rd,"Sa,",TX,78249,(210) 690-7359,29.5642,-98.5844,Achievers Center for Education,private,school
Ascension Academy,9301 Ascension Academy,Amarillo,TX,79119,(806) 342-0515,35.1575,-101.946,Ascension Academy,private,school
Brazos Valley Cornerstone Christian Academy,3200 Cavitt Ave,Bryan,TX,77801,(979) 694-8200,30.6393,-96.3547,Brazos Valley Cornerstone Christian Academy,private,school
Calvary Way Academy,106 W Woodlawn St,Kilgore,TX,75662,(903) 981-9011,32.367,-94.8873,Calvary Way Academy,private,school
Joshua Christian Academy,508 N. Broadway St,Joshua,TX,76058,(817) 295-7377,32.4673,-97.3835,Joshua Christian Academy,private,school
Legacy Preparatory Christian Academy,9768 Research Forest Dr,The Woodlands,TX,77354,(936) 337-2000,30.216,-95.5543,Legacy Preparatory Christian Academy,private,school
Live Oak Classical School,420 S. 5th Street,Waco,TX,76706,(254) 714-1008,31.5543,-97.1283,Live Oak Classical School,private,school
Mesorah High School for Girls,12712 Park Central Dr Ste B190,Dallas,TX,75251,(214) 420-1990,32.9213,-96.7767,Mesorah High School for Girls,private,school
Rawson-Saunders-Austin Area School for Dyslexics,2614a Exposition Blvd,Austin,TX,78703,(512) 476-8382,30.3019,-97.7649,Rawson-Saunders-Austin Area School for Dyslexics,private,school
The St Anthony School,2030 Denton Dr,Carrollton,TX,75006,(214) 443-1237,32.9701,-96.907,The St Anthony School,private,school
St Timothy Christian Academy,1501 H Ave,Plano,TX,75074,(972) 509-7822,33.0201,-96.7038,St Timothy Christian Academy,private,school
Texas Christian Academy,4600 Sanger Ave,Waco,TX,76710,(254) 772-5474,31.5321,-97.1763,Texas Christian Academy,private,school
Flint Academy,2111 Roosevelt Dr,Dalworthington Gardens,TX,76013,(817) 277-0620,32.708,-97.1549,Flint Academy,private,school
The Westwood School,14340 Proton Rd,Dallas,TX,75244,(972) 239-8598,32.9446,-96.8361,The Westwood School,private,school
American Heritage School,736 N 1100 E,American Fork,UT,84003,(801) 642-0055,40.3927,-111.768,American Heritage School,private,school
American Heritage of South Jordan,11100 S Redwood Rd,South Jordan,UT,84095,(801) 254-3882,40.5492,-111.936,American Heritage of South Jordan,private,school
